GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.classic	Fisher.weight01	ontology
GO:0004812	aminoacyl-tRNA ligase activity	806	1	0.97	239	0.62308	0.62308	MF
GO:0110165	cellular anatomical entity	72568	88	87.44	94	0.5705	0.64	CC
GO:0051082	unfolded protein binding	847	1	1.02	241	0.64143	0.64143	MF
GO:0009737	response to abscisic acid	1550	2	1.88	685	0.56427	0.6482	BP
GO:0009658	chloroplast organization	862	1	1.05	734	0.65150	0.6515	BP
GO:0017018	myosin phosphatase activity	883	1	1.06	246	0.65682	0.65682	MF
GO:0005975	carbohydrate metabolic process	7443	8	9.04	758	0.69441	0.6573	BP
GO:0005774	vacuolar membrane	955	2	1.15	61	0.3199	0.659	CC
GO:0009414	response to water deprivation	1018	2	1.24	543	0.35115	0.66	BP
GO:0004674	protein serine/threonine kinase activity	5499	7	6.62	210	0.49547	0.66966	MF
GO:0009570	chloroplast stroma	1026	2	1.24	65	0.3511	0.67	CC
GO:0004713	protein tyrosine kinase activity	1389	2	1.67	211	0.49989	0.67012	MF
GO:0005516	calmodulin binding	936	1	1.13	252	0.67829	0.67829	MF
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	943	1	1.13	253	0.68103	0.68103	MF
GO:0006629	lipid metabolic process	6680	9	8.11	603	0.42391	0.6882	BP
GO:0004523	RNA-DNA hybrid ribonuclease activity	970	1	1.17	256	0.69136	0.69136	MF
GO:0090305	nucleic acid phosphodiester bond hydrolysis	3030	5	3.68	504	0.30744	0.6938	BP
GO:0016042	lipid catabolic process	978	1	1.19	760	0.69790	0.6979	BP
GO:0043231	intracellular membrane-bounded organelle	40489	43	48.79	118	0.9110	0.7	CC
GO:0009651	response to salt stress	1295	2	1.57	627	0.46811	0.712	BP
GO:0003824	catalytic activity	55214	57	66.43	315	0.99211	0.7213	MF
GO:0006952	defense response	6547	6	7.95	822	0.81799	0.7371	BP
GO:0016310	phosphorylation	13191	19	16.02	404	0.24072	0.7545	BP
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	1161	1	1.41	782	0.75898	0.759	BP
GO:0008017	microtubule binding	1259	2	1.51	194	0.44868	0.76836	MF
GO:0006355	regulation of transcription, DNA-templated	9216	14	11.19	386	0.22386	0.777	BP
GO:0003723	RNA binding	10454	12	12.58	238	0.61614	0.78066	MF
GO:0042802	identical protein binding	1278	1	1.54	276	0.78822	0.78822	MF
GO:0018108	peptidyl-tyrosine phosphorylation	1299	1	1.58	800	0.79681	0.7968	BP
GO:0000723	telomere maintenance	1318	1	1.6	806	0.80154	0.8015	BP
GO:0006310	DNA recombination	2401	2	2.92	797	0.79345	0.8104	BP
GO:0008234	cysteine-type peptidase activity	1823	2	2.19	244	0.64767	0.81167	MF
GO:0003678	DNA helicase activity	1393	1	1.68	277	0.81608	0.81608	MF
GO:0042742	defense response to bacterium	1395	1	1.69	823	0.81960	0.8196	BP
GO:0016740	transferase activity	29762	37	35.81	188	0.43747	0.82844	MF
GO:0030246	carbohydrate binding	2368	4	2.85	147	0.31835	0.82954	MF
GO:0035639	purine ribonucleoside triphosphate binding	17642	20	21.22	248	0.66016	0.83052	MF
GO:0005654	nucleoplasm	2449	4	2.95	63	0.3416	0.832	CC
GO:0032555	purine ribonucleotide binding	19348	21	23.28	263	0.74611	0.83605	MF
GO:0035556	intracellular signal transduction	2245	4	2.73	475	0.29070	0.8422	BP
GO:0015979	photosynthesis	1540	1	1.87	842	0.84932	0.8493	BP
GO:0006457	protein folding	1646	2	2	709	0.59716	0.8608	BP
GO:0005743	mitochondrial inner membrane	1620	1	1.95	115	0.8613	0.861	CC
GO:0022857	transmembrane transporter activity	8066	7	9.7	287	0.86541	0.87627	MF
GO:0020037	heme binding	3007	2	3.62	289	0.88152	0.88152	MF
GO:0008380	RNA splicing	1744	1	2.12	851	0.88311	0.8831	BP
GO:0005634	nucleus	22825	24	27.5	110	0.8209	0.885	CC
GO:0008168	methyltransferase activity	3330	5	4.01	163	0.37238	0.88606	MF
GO:0006364	rRNA processing	1774	1	2.15	853	0.88741	0.8874	BP
GO:0006260	DNA replication	1805	1	2.19	856	0.89168	0.8917	BP
GO:0005730	nucleolus	1935	2	2.33	107	0.6806	0.895	CC
GO:0005515	protein binding	15522	17	18.67	260	0.70906	0.89558	MF
GO:0046983	protein dimerization activity	3203	2	3.85	296	0.90241	0.90241	MF
GO:0043531	ADP binding	1922	1	2.31	297	0.90416	0.90416	MF
GO:0055085	transmembrane transport	8575	8	10.41	834	0.83261	0.9059	BP
GO:0008270	zinc ion binding	4657	3	5.6	300	0.92465	0.92465	MF
GO:0005737	cytoplasm	34735	33	41.85	126	0.9777	0.928	CC
GO:0005840	ribosome	3796	2	4.57	124	0.9470	0.947	CC
GO:0006281	DNA repair	3754	3	4.56	839	0.84083	0.9559	BP
GO:0005506	iron ion binding	2615	1	3.15	308	0.95949	0.95949	MF
GO:0005739	mitochondrion	5723	3	6.9	125	0.9726	0.97	CC
GO:0015031	protein transport	5110	2	6.21	898	0.98783	0.9878	BP
GO:0009507	chloroplast	8777	7	10.58	120	0.9163	0.988	CC
GO:0000166	nucleotide binding	23083	22	27.77	301	0.92799	0.9882	MF
GO:0016567	protein ubiquitination	3566	1	4.33	899	0.98831	0.9883	BP
GO:0016787	hydrolase activity	24461	25	29.43	288	0.86890	0.98992	MF
GO:1990904	ribonucleoprotein complex	5668	2	6.83	128	0.9932	0.993	CC
GO:0005829	cytosol	5799	2	6.99	131	0.9941	0.994	CC
GO:0016491	oxidoreductase activity	12596	7	15.15	316	0.99617	0.99898	MF
GO:0000003	reproduction	6517	14	7.91	66	0.02493	1	BP
GO:0000041	transition metal ion transport	445	2	0.54	212	0.10215	1	BP
GO:0000075	cell cycle checkpoint	326	1	0.4	521	0.32774	1	BP
GO:0000077	DNA damage checkpoint	173	1	0.21	340	0.18982	1	BP
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	262	1	0.32	449	0.27312	1	BP
GO:0000086	G2/M transition of mitotic cell cycle	162	1	0.2	329	0.17889	1	BP
GO:0000278	mitotic cell cycle	1507	2	1.83	674	0.54894	1	BP
GO:0000280	nuclear division	1151	2	1.4	592	0.40867	1	BP
GO:0000302	response to reactive oxygen species	551	1	0.67	645	0.48946	1	BP
GO:0000725	recombinational repair	709	1	0.86	695	0.57939	1	BP
GO:0000910	cytokinesis	490	1	0.6	617	0.44986	1	BP
GO:0001101	response to acid chemical	1095	2	1.33	569	0.38472	1	BP
GO:0001510	RNA methylation	554	2	0.67	283	0.14589	1	BP
GO:0001704	formation of primary germ layer	6	1	0.01	15	0.00727	1	BP
GO:0001706	endoderm formation	5	1	0.01	11	0.00606	1	BP
GO:0001932	regulation of protein phosphorylation	439	2	0.53	206	0.09987	1	BP
GO:0001934	positive regulation of protein phosphorylation	135	2	0.16	25	0.01187	1	BP
GO:0003002	regionalization	501	4	0.61	3	0.00332	1	BP
GO:0003006	developmental process involved in reproduction	4777	10	5.8	136	0.06377	1	BP
GO:0005976	polysaccharide metabolic process	2559	1	3.11	887	0.95795	1	BP
GO:0005984	disaccharide metabolic process	561	1	0.68	650	0.49567	1	BP
GO:0005985	sucrose metabolic process	329	1	0.4	526	0.33019	1	BP
GO:0005996	monosaccharide metabolic process	1434	3	1.74	421	0.25302	1	BP
GO:0006006	glucose metabolic process	528	2	0.64	267	0.13512	1	BP
GO:0006066	alcohol metabolic process	1010	2	1.23	539	0.34763	1	BP
GO:0006073	cellular glucan metabolic process	1441	1	1.75	829	0.82961	1	BP
GO:0006081	cellular aldehyde metabolic process	600	1	0.73	662	0.51921	1	BP
GO:0006082	organic acid metabolic process	7590	8	9.22	765	0.71558	1	BP
GO:0006090	pyruvate metabolic process	1399	3	1.7	409	0.24166	1	BP
GO:0006091	generation of precursor metabolites and energy	3797	5	4.61	646	0.49221	1	BP
GO:0006139	nucleobase-containing compound metabolic process	25533	31	31.01	669	0.54200	1	BP
GO:0006163	purine nucleotide metabolic process	2549	2	3.1	825	0.82035	1	BP
GO:0006165	nucleoside diphosphate phosphorylation	1162	2	1.41	597	0.41333	1	BP
GO:0006259	DNA metabolic process	5946	3	7.22	897	0.97917	1	BP
GO:0006302	double-strand break repair	1003	1	1.22	762	0.70707	1	BP
GO:0006325	chromatin organization	2226	1	2.7	874	0.93605	1	BP
GO:0006351	transcription, DNA-templated	10475	15	12.72	465	0.28563	1	BP
GO:0006354	DNA-templated transcription, elongation	318	1	0.39	513	0.32114	1	BP
GO:0006366	transcription by RNA polymerase II	2743	4	3.33	604	0.42809	1	BP
GO:0006396	RNA processing	5625	10	6.83	277	0.14370	1	BP
GO:0006399	tRNA metabolic process	1940	4	2.36	370	0.21015	1	BP
GO:0006402	mRNA catabolic process	728	1	0.88	707	0.58909	1	BP
GO:0006412	translation	5862	4	7.12	873	0.93292	1	BP
GO:0006464	cellular protein modification process	16375	21	19.89	605	0.42890	1	BP
GO:0006479	protein methylation	913	2	1.11	500	0.30449	1	BP
GO:0006511	ubiquitin-dependent protein catabolic process	2475	2	3.01	815	0.80731	1	BP
GO:0006518	peptide metabolic process	6619	4	8.04	890	0.96545	1	BP
GO:0006520	cellular amino acid metabolic process	3751	2	4.56	884	0.94633	1	BP
GO:0006551	leucine metabolic process	302	1	0.37	505	0.30775	1	BP
GO:0006566	threonine metabolic process	286	1	0.35	478	0.29410	1	BP
GO:0006631	fatty acid metabolic process	1838	1	2.23	858	0.89605	1	BP
GO:0006643	membrane lipid metabolic process	797	1	0.97	724	0.62249	1	BP
GO:0006644	phospholipid metabolic process	1822	4	2.21	330	0.18097	1	BP
GO:0006650	glycerophospholipid metabolic process	1201	2	1.46	606	0.42968	1	BP
GO:0006690	icosanoid metabolic process	249	1	0.3	432	0.26150	1	BP
GO:0006720	isoprenoid metabolic process	1539	2	1.87	681	0.56038	1	BP
GO:0006721	terpenoid metabolic process	900	1	1.09	741	0.66743	1	BP
GO:0006725	cellular aromatic compound metabolic process	27790	31	33.75	783	0.76428	1	BP
GO:0006753	nucleoside phosphate metabolic process	3292	2	4	869	0.91368	1	BP
GO:0006757	ATP generation from ADP	1133	2	1.38	582	0.40102	1	BP
GO:0006790	sulfur compound metabolic process	2254	1	2.74	879	0.93826	1	BP
GO:0006793	phosphorus metabolic process	16874	23	20.49	492	0.29953	1	BP
GO:0006796	phosphate-containing compound metabolic process	16703	23	20.29	460	0.28115	1	BP
GO:0006807	nitrogen compound metabolic process	45495	56	55.25	640	0.48227	1	BP
GO:0006811	ion transport	5657	5	6.87	826	0.82670	1	BP
GO:0006812	cation transport	3183	3	3.87	779	0.74860	1	BP
GO:0006820	anion transport	2329	2	2.83	791	0.77914	1	BP
GO:0006828	manganese ion transport	130	1	0.16	285	0.14626	1	BP
GO:0006829	zinc ion transport	95	1	0.12	225	0.10910	1	BP
GO:0006833	water transport	121	1	0.15	268	0.13685	1	BP
GO:0006857	oligopeptide transport	418	1	0.51	578	0.39921	1	BP
GO:0006873	cellular ion homeostasis	642	2	0.78	333	0.18351	1	BP
GO:0006875	cellular metal ion homeostasis	456	2	0.55	223	0.10638	1	BP
GO:0006950	response to stress	16180	15	19.65	865	0.91142	1	BP
GO:0006970	response to osmotic stress	1514	2	1.84	678	0.55146	1	BP
GO:0006974	cellular response to DNA damage stimulus	4228	3	5.13	857	0.89393	1	BP
GO:0006996	organelle organization	10147	10	12.32	813	0.80593	1	BP
GO:0007017	microtubule-based process	1616	4	1.96	263	0.13389	1	BP
GO:0007049	cell cycle	3743	5	4.55	637	0.47950	1	BP
GO:0007051	spindle organization	443	2	0.54	210	0.10139	1	BP
GO:0007052	mitotic spindle organization	210	1	0.26	390	0.22554	1	BP
GO:0007093	mitotic cell cycle checkpoint	178	1	0.22	345	0.19474	1	BP
GO:0007127	meiosis I	427	1	0.52	587	0.40579	1	BP
GO:0007154	cell communication	8324	11	10.11	607	0.43140	1	BP
GO:0007165	signal transduction	7301	8	8.87	743	0.67309	1	BP
GO:0007166	cell surface receptor signaling pathway	1215	1	1.48	788	0.77455	1	BP
GO:0007167	enzyme linked receptor protein signaling pathway	401	1	0.49	570	0.38659	1	BP
GO:0007275	multicellular organism development	8110	16	9.85	89	0.03376	1	BP
GO:0007346	regulation of mitotic cell cycle	466	2	0.57	228	0.11026	1	BP
GO:0007369	gastrulation	10	1	0.01	27	0.01208	1	BP
GO:0007389	pattern specification process	634	4	0.77	16	0.00757	1	BP
GO:0007492	endoderm development	5	1	0.01	12	0.00606	1	BP
GO:0007568	aging	558	2	0.68	288	0.14757	1	BP
GO:0008037	cell recognition	549	2	0.67	279	0.14381	1	BP
GO:0008104	protein localization	5553	5	6.74	821	0.81409	1	BP
GO:0008150	biological_process	69164	84	84	909	1.00000	1	BP
GO:0008152	metabolic process	56603	65	68.74	852	0.88331	1	BP
GO:0008213	protein alkylation	913	2	1.11	501	0.30449	1	BP
GO:0008272	sulfate transport	62	1	0.08	149	0.07261	1	BP
GO:0008283	cell population proliferation	250	2	0.3	92	0.03737	1	BP
GO:0008299	isoprenoid biosynthetic process	1385	2	1.68	653	0.50346	1	BP
GO:0008610	lipid biosynthetic process	3687	3	4.48	833	0.83174	1	BP
GO:0008652	cellular amino acid biosynthetic process	1986	1	2.41	868	0.91360	1	BP
GO:0009056	catabolic process	10088	11	12.25	759	0.69675	1	BP
GO:0009057	macromolecule catabolic process	5404	4	6.56	862	0.90196	1	BP
GO:0009058	biosynthetic process	27156	29	32.98	840	0.84181	1	BP
GO:0009059	macromolecule biosynthetic process	19260	22	23.39	742	0.67218	1	BP
GO:0009063	cellular amino acid catabolic process	836	1	1.02	729	0.64017	1	BP
GO:0009066	aspartate family amino acid metabolic process	769	1	0.93	713	0.60928	1	BP
GO:0009067	aspartate family amino acid biosynthetic process	670	1	0.81	680	0.55877	1	BP
GO:0009081	branched-chain amino acid metabolic process	617	1	0.75	663	0.52913	1	BP
GO:0009083	branched-chain amino acid catabolic process	134	1	0.16	291	0.15041	1	BP
GO:0009100	glycoprotein metabolic process	1214	3	1.47	332	0.18350	1	BP
GO:0009101	glycoprotein biosynthetic process	1156	3	1.4	314	0.16614	1	BP
GO:0009117	nucleotide metabolic process	3216	2	3.91	863	0.90675	1	BP
GO:0009132	nucleoside diphosphate metabolic process	1310	2	1.59	629	0.47410	1	BP
GO:0009135	purine nucleoside diphosphate metabolic process	1141	2	1.39	584	0.40443	1	BP
GO:0009150	purine ribonucleotide metabolic process	2506	2	3.04	820	0.81288	1	BP
GO:0009179	purine ribonucleoside diphosphate metabolic process	1141	2	1.39	585	0.40443	1	BP
GO:0009185	ribonucleoside diphosphate metabolic process	1156	2	1.4	595	0.41079	1	BP
GO:0009240	isopentenyl diphosphate biosynthetic process	336	1	0.41	532	0.33589	1	BP
GO:0009259	ribonucleotide metabolic process	2722	2	3.31	841	0.84784	1	BP
GO:0009266	response to temperature stimulus	2085	3	2.53	625	0.46658	1	BP
GO:0009267	cellular response to starvation	444	1	0.54	600	0.41801	1	BP
GO:0009308	amine metabolic process	872	1	1.06	738	0.65576	1	BP
GO:0009311	oligosaccharide metabolic process	713	1	0.87	698	0.58145	1	BP
GO:0009313	oligosaccharide catabolic process	119	1	0.14	264	0.13475	1	BP
GO:0009314	response to radiation	2272	4	2.76	488	0.29807	1	BP
GO:0009408	response to heat	943	1	1.15	749	0.68458	1	BP
GO:0009409	response to cold	1150	2	1.4	590	0.40825	1	BP
GO:0009415	response to water	1065	2	1.29	556	0.37172	1	BP
GO:0009416	response to light stimulus	2173	3	2.64	649	0.49398	1	BP
GO:0009605	response to external stimulus	6602	5	8.02	866	0.91260	1	BP
GO:0009606	tropism	364	1	0.44	547	0.35822	1	BP
GO:0009607	response to biotic stimulus	5629	3	6.84	893	0.97142	1	BP
GO:0009612	response to mechanical stimulus	56	1	0.07	139	0.06581	1	BP
GO:0009617	response to bacterium	1661	1	2.02	848	0.87038	1	BP
GO:0009620	response to fungus	1478	3	1.8	441	0.26741	1	BP
GO:0009628	response to abiotic stimulus	6114	9	7.43	515	0.32395	1	BP
GO:0009636	response to toxic substance	2029	3	2.46	614	0.44883	1	BP
GO:0009639	response to red or far red light	591	2	0.72	307	0.16152	1	BP
GO:0009648	photoperiodism	428	1	0.52	588	0.40651	1	BP
GO:0009653	anatomical structure morphogenesis	3122	5	3.79	525	0.32953	1	BP
GO:0009657	plastid organization	1181	1	1.43	784	0.76486	1	BP
GO:0009685	gibberellin metabolic process	134	1	0.16	292	0.15041	1	BP
GO:0009686	gibberellin biosynthetic process	97	1	0.12	229	0.11127	1	BP
GO:0009690	cytokinin metabolic process	138	1	0.17	299	0.15454	1	BP
GO:0009719	response to endogenous stimulus	5244	6	6.37	721	0.61985	1	BP
GO:0009725	response to hormone	5196	6	6.31	715	0.61074	1	BP
GO:0009755	hormone-mediated signaling pathway	3157	3	3.83	777	0.74355	1	BP
GO:0009790	embryo development	1452	5	1.76	83	0.03210	1	BP
GO:0009791	post-embryonic development	5040	10	6.12	180	0.08442	1	BP
GO:0009798	axis specification	150	1	0.18	315	0.16680	1	BP
GO:0009832	plant-type cell wall biogenesis	686	1	0.83	686	0.56735	1	BP
GO:0009838	abscission	55	1	0.07	137	0.06468	1	BP
GO:0009856	pollination	1187	3	1.44	327	0.17536	1	BP
GO:0009875	pollen-pistil interaction	594	2	0.72	310	0.16280	1	BP
GO:0009888	tissue development	2000	7	2.43	23	0.01097	1	BP
GO:0009889	regulation of biosynthetic process	10513	15	12.77	473	0.29053	1	BP
GO:0009890	negative regulation of biosynthetic process	1262	3	1.53	357	0.19823	1	BP
GO:0009891	positive regulation of biosynthetic process	1963	5	2.38	193	0.09086	1	BP
GO:0009892	negative regulation of metabolic process	3355	6	4.07	382	0.22281	1	BP
GO:0009893	positive regulation of metabolic process	3007	8	3.65	77	0.02970	1	BP
GO:0009894	regulation of catabolic process	622	2	0.76	324	0.17483	1	BP
GO:0009896	positive regulation of catabolic process	401	2	0.49	183	0.08575	1	BP
GO:0009909	regulation of flower development	426	1	0.52	586	0.40506	1	BP
GO:0009914	hormone transport	457	2	0.56	224	0.10677	1	BP
GO:0009926	auxin polar transport	299	1	0.36	502	0.30521	1	BP
GO:0009943	adaxial/abaxial axis specification	70	1	0.09	171	0.08159	1	BP
GO:0009955	adaxial/abaxial pattern specification	102	1	0.12	237	0.11666	1	BP
GO:0009987	cellular process	61797	73	75.05	824	0.81961	1	BP
GO:0009991	response to extracellular stimulus	719	1	0.87	702	0.58452	1	BP
GO:0010015	root morphogenesis	687	3	0.83	121	0.05150	1	BP
GO:0010016	shoot system morphogenesis	494	1	0.6	619	0.45255	1	BP
GO:0010026	trichome differentiation	449	1	0.55	601	0.42156	1	BP
GO:0010033	response to organic substance	6461	6	7.85	816	0.80792	1	BP
GO:0010038	response to metal ion	631	1	0.77	664	0.53714	1	BP
GO:0010051	xylem and phloem pattern formation	224	2	0.27	82	0.03059	1	BP
GO:0010053	root epidermal cell differentiation	326	1	0.4	522	0.32774	1	BP
GO:0010054	trichoblast differentiation	287	1	0.35	480	0.29496	1	BP
GO:0010075	regulation of meristem growth	129	1	0.16	281	0.14522	1	BP
GO:0010154	fruit development	2353	5	2.86	303	0.15812	1	BP
GO:0010212	response to ionizing radiation	97	1	0.12	230	0.11127	1	BP
GO:0010229	inflorescence development	116	2	0.14	19	0.00889	1	BP
GO:0010286	heat acclimation	145	1	0.18	308	0.16171	1	BP
GO:0010374	stomatal complex development	90	1	0.11	218	0.10367	1	BP
GO:0010383	cell wall polysaccharide metabolic process	637	1	0.77	666	0.54054	1	BP
GO:0010389	regulation of G2/M transition of mitotic cell cycle	151	1	0.18	316	0.16782	1	BP
GO:0010393	galacturonan metabolic process	576	1	0.7	654	0.50486	1	BP
GO:0010395	rhamnogalacturonan I metabolic process	10	1	0.01	28	0.01208	1	BP
GO:0010431	seed maturation	196	1	0.24	371	0.21221	1	BP
GO:0010449	root meristem growth	108	1	0.13	249	0.12309	1	BP
GO:0010450	inflorescence meristem growth	9	1	0.01	22	0.01088	1	BP
GO:0010451	floral meristem growth	14	1	0.02	41	0.01687	1	BP
GO:0010466	negative regulation of peptidase activity	330	1	0.4	527	0.33101	1	BP
GO:0010467	gene expression	20996	25	25.5	704	0.58798	1	BP
GO:0010468	regulation of gene expression	11845	16	14.39	549	0.36279	1	BP
GO:0010498	proteasomal protein catabolic process	1353	1	1.64	817	0.80996	1	BP
GO:0010556	regulation of macromolecule biosynthetic process	10249	15	12.45	427	0.25710	1	BP
GO:0010557	positive regulation of macromolecule biosynthetic process	1858	5	2.26	157	0.07594	1	BP
GO:0010558	negative regulation of macromolecule biosynthetic process	1185	3	1.44	323	0.17476	1	BP
GO:0010562	positive regulation of phosphorus metabolic process	186	2	0.23	56	0.02171	1	BP
GO:0010564	regulation of cell cycle process	614	2	0.75	318	0.17138	1	BP
GO:0010565	regulation of cellular ketone metabolic process	274	1	0.33	462	0.28369	1	BP
GO:0010604	positive regulation of macromolecule metabolic process	2772	8	3.37	45	0.01943	1	BP
GO:0010605	negative regulation of macromolecule metabolic process	3226	6	3.92	356	0.19805	1	BP
GO:0010608	posttranscriptional regulation of gene expression	1481	4	1.8	222	0.10628	1	BP
GO:0010628	positive regulation of gene expression	1957	5	2.38	191	0.08996	1	BP
GO:0010629	negative regulation of gene expression	2534	5	3.08	346	0.19482	1	BP
GO:0010646	regulation of cell communication	1195	1	1.45	785	0.76890	1	BP
GO:0010647	positive regulation of cell communication	259	1	0.31	446	0.27046	1	BP
GO:0010817	regulation of hormone levels	1030	3	1.25	262	0.13037	1	BP
GO:0010876	lipid localization	783	3	0.95	142	0.07035	1	BP
GO:0010948	negative regulation of cell cycle process	235	1	0.29	416	0.24879	1	BP
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	66	1	0.08	162	0.07711	1	BP
GO:0015672	monovalent inorganic cation transport	1869	1	2.27	860	0.90000	1	BP
GO:0015696	ammonium transport	87	1	0.11	208	0.10039	1	BP
GO:0015698	inorganic anion transport	945	1	1.15	750	0.68536	1	BP
GO:0015711	organic anion transport	1359	1	1.65	818	0.81137	1	BP
GO:0015833	peptide transport	5478	2	6.65	904	0.99199	1	BP
GO:0015849	organic acid transport	796	1	0.97	723	0.62203	1	BP
GO:0016036	cellular response to phosphate starvation	189	1	0.23	363	0.20546	1	BP
GO:0016043	cellular component organization	14282	15	17.35	789	0.77528	1	BP
